Ever_Married,Age,Profession,Work_Experience,Family_Size,Var_1,Segmentation,Gender_Male,Graduated_Yes,Spending_Score_High,Spending_Score_Low
Yes,45,Artist,1,3,Cat_6,B,0,1,0,0
No,31,Doctor,0,1,Cat_6,D,1,0,0,1
Yes,42,Artist,2,2,Cat_6,C,1,1,0,0
No,37,Healthcare,1,3,Cat_6,C,0,1,0,1
No,33,Entertainment,9,2,Cat_6,D,1,1,0,1
No,32,Healthcare,1,3,Cat_6,A,1,1,0,1
No,21,Healthcare,1,3,Cat_3,D,1,0,0,1
No,32,Doctor,7,4,Cat_3,D,0,0,0,1
Yes,36,Artist,0,2,Cat_6,B,1,1,0,0
Yes,43,Artist,9,2,Cat_6,C,1,1,0,1
Yes,37,Entertainment,NA,3,Cat_4,A,1,0,0,0
Yes,41,Artist,0,2,Cat_6,A,1,1,0,1
Yes,41,Engineer,1,2,Cat_6,C,1,1,0,0
Yes,55,Artist,1,2,Cat_3,B,0,0,0,1
Yes,61,Engineer,9,4,Cat_6,C,1,0,0,0
No,38,Artist,13,2,Cat_4,D,0,0,0,1
Yes,62,Entertainment,0,6,Cat_6,C,1,1,0,0
No,33,Marketing,0,4,Cat_3,D,0,0,0,1
Yes,53,Entertainment,1,2,Cat_6,B,1,1,0,0
No,38,Doctor,0,3,Cat_6,A,1,1,0,1
Yes,51,Artist,2,4,Cat_7,C,1,0,0,0
No,41,Artist,2,NA,Cat_3,A,0,1,0,1
Yes,36,Marketing,NA,4,Cat_4,D,0,0,0,1
Yes,45,Artist,0,4,Cat_6,C,1,1,0,0
Yes,71,Engineer,2,1,Cat_6,B,0,0,0,1
No,26,Homemaker,0,6,Cat_3,A,0,0,0,1
Yes,84,Lawyer,1,1,Cat_6,A,0,1,0,1
Yes,56,Lawyer,0,2,Cat_6,C,1,0,1,0
No,27,Marketing,8,4,Cat_4,D,1,0,0,1
No,36,Engineer,3,3,Cat_6,D,1,0,0,1
Yes,70,Artist,1,3,Cat_7,B,0,1,0,1
Yes,25,Artist,8,NA,Cat_6,A,1,NA,0,1
Yes,40,Engineer,0,2,Cat_6,C,0,1,0,0
No,22,Healthcare,0,4,Cat_2,D,1,0,0,1
Yes,48,Artist,4,1,Cat_6,B,1,1,0,1
Yes,41,Artist,9,2,Cat_6,C,0,1,0,0
Yes,77,Lawyer,0,2,Cat_3,C,1,1,0,1
Yes,72,Artist,6,1,Cat_6,D,1,1,0,1
No,21,Healthcare,1,3,Cat_3,D,0,0,0,1
No,29,Healthcare,3,4,Cat_2,C,0,1,0,1
Yes,33,Homemaker,NA,3,Cat_6,D,0,1,0,0
No,29,Artist,7,7,Cat_4,D,0,1,0,1
No,18,Healthcare,0,2,Cat_4,D,1,0,0,1
Yes,38,Engineer,0,2,Cat_6,B,0,1,0,0
Yes,48,Homemaker,3,2,Cat_3,B,0,1,0,0
Yes,48,Doctor,1,2,Cat_2,A,0,1,0,0
No,37,Artist,3,1,Cat_6,C,0,1,0,1
No,32,Healthcare,9,5,Cat_6,D,1,1,0,1
No,33,Healthcare,3,5,Cat_2,B,1,0,0,1
No,31,Healthcare,NA,8,Cat_4,D,1,0,0,1
Yes,47,Artist,0,5,Cat_4,A,1,0,0,0
Yes,63,Artist,1,3,Cat_4,C,1,1,0,0
No,26,Healthcare,5,2,Cat_6,D,0,1,0,1
Yes,65,Lawyer,11,2,Cat_6,C,1,1,1,0
Yes,22,Healthcare,1,4,Cat_7,D,1,0,0,0
Yes,42,Engineer,4,1,Cat_6,B,0,0,0,1
Yes,43,Artist,8,1,Cat_6,A,1,0,0,1
No,23,Marketing,NA,4,Cat_3,B,0,0,0,1
No,27,Artist,5,4,Cat_3,B,1,1,0,1
No,42,Artist,7,1,Cat_6,A,1,1,0,1
Yes,45,Executive,1,3,Cat_6,C,1,1,1,0
No,33,Doctor,9,6,Cat_4,D,1,1,0,1
Yes,58,Executive,0,4,Cat_3,B,1,0,1,0
No,21,Doctor,0,3,Cat_6,A,1,0,0,1
No,85,Homemaker,4,1,Cat_6,D,0,1,0,1
No,41,Doctor,1,3,Cat_6,B,1,0,0,1
Yes,76,NA,1,2,Cat_6,A,1,1,1,0
Yes,57,Engineer,0,1,Cat_3,B,0,0,0,1
Yes,38,Doctor,0,5,Cat_6,A,1,0,0,0
Yes,50,Artist,0,5,Cat_6,C,1,1,0,0
No,25,Artist,NA,1,Cat_6,D,1,1,0,1
No,33,Healthcare,1,4,Cat_6,C,1,0,0,1
No,62,Entertainment,NA,1,Cat_6,D,1,1,0,1
No,26,Healthcare,1,6,Cat_6,C,1,0,0,1
Yes,25,Artist,12,2,Cat_6,A,1,1,0,1
Yes,63,Executive,1,3,Cat_6,C,1,0,1,0
No,19,Healthcare,NA,3,Cat_6,D,1,0,0,1
Yes,26,Healthcare,NA,2,Cat_7,C,0,0,1,0
No,26,Artist,9,1,Cat_6,A,0,1,0,1
No,30,Engineer,3,3,Cat_6,D,0,1,0,1
Yes,36,Doctor,0,1,Cat_6,B,0,1,0,1
No,22,Healthcare,1,9,Cat_4,D,0,0,0,1
NA,40,Homemaker,4,1,Cat_3,A,0,1,0,1
No,27,Doctor,9,4,Cat_6,D,1,0,0,1
Yes,42,Executive,1,5,Cat_6,B,1,1,1,0
No,21,Healthcare,1,2,Cat_2,D,1,0,0,1
Yes,38,Executive,0,3,Cat_6,C,1,1,1,0
Yes,63,Artist,0,4,Cat_6,C,1,1,0,0
Yes,47,Homemaker,NA,5,Cat_6,A,0,1,1,0
No,25,Engineer,8,3,Cat_6,D,0,1,0,1
Yes,69,Artist,1,2,Cat_6,B,0,1,1,0
Yes,53,Artist,9,1,Cat_6,B,1,1,0,1
Yes,36,Artist,1,2,Cat_6,C,1,1,0,1
No,27,Healthcare,1,5,Cat_6,D,1,1,0,1
No,59,Artist,0,NA,Cat_3,B,0,1,0,1
No,19,Healthcare,1,3,Cat_6,D,1,0,0,1
Yes,29,Executive,0,2,NA,D,1,0,0,0
No,51,Lawyer,6,1,Cat_6,B,0,1,0,1
No,43,Entertainment,5,1,Cat_3,D,1,1,0,1
No,42,Artist,1,1,Cat_6,B,1,1,0,1
Yes,72,Doctor,NA,2,Cat_6,C,0,1,1,0
No,37,Artist,7,2,Cat_6,A,1,1,0,1
Yes,66,Lawyer,0,2,Cat_6,B,1,0,1,0
Yes,39,Artist,1,2,Cat_1,A,1,1,0,0
No,21,Entertainment,5,5,Cat_4,D,0,0,0,1
No,21,Healthcare,1,4,Cat_6,D,1,0,0,1
Yes,28,Executive,8,2,Cat_6,C,0,1,1,0
Yes,56,Artist,0,4,Cat_6,C,1,1,0,0
No,40,Homemaker,9,NA,Cat_6,D,0,1,0,1
No,26,Healthcare,1,1,Cat_6,D,1,1,0,1
No,18,Healthcare,8,6,Cat_4,D,1,0,0,1
No,23,Healthcare,1,8,Cat_4,D,1,0,0,1
Yes,45,Artist,1,5,Cat_3,B,0,1,0,0
Yes,65,Engineer,1,3,Cat_4,A,0,0,0,0
Yes,87,Artist,0,1,Cat_6,A,0,0,0,1
Yes,56,Artist,5,4,Cat_6,C,0,1,0,0
No,47,Artist,1,2,Cat_6,B,1,1,0,1
No,68,Doctor,1,1,Cat_6,A,0,1,0,1
No,18,Healthcare,1,3,Cat_4,D,1,0,0,1
Yes,40,Artist,6,1,Cat_6,A,1,1,0,1
Yes,41,Doctor,0,1,Cat_6,B,0,1,0,1
No,23,Healthcare,1,4,Cat_6,D,1,0,0,1
No,35,Artist,9,1,Cat_6,B,1,1,0,1
Yes,66,Executive,1,2,Cat_6,C,1,1,1,0
No,22,Doctor,8,3,Cat_6,D,1,0,0,1
No,23,Healthcare,0,4,Cat_6,D,1,0,0,1
No,18,Marketing,1,4,Cat_1,D,1,0,0,1
Yes,60,Artist,0,1,Cat_6,B,1,0,0,1
Yes,40,Artist,0,1,Cat_4,D,0,0,0,1
Yes,30,Engineer,NA,8,Cat_4,D,0,0,0,0
No,28,Entertainment,1,2,Cat_6,D,1,0,0,1
Yes,42,Artist,6,2,Cat_6,B,1,0,0,1
No,46,Artist,1,2,Cat_6,B,1,1,0,1
No,23,Healthcare,9,4,Cat_4,D,0,0,0,1
Yes,43,Artist,0,1,Cat_6,B,1,1,0,1
No,20,Entertainment,0,6,Cat_2,B,0,0,0,1
No,27,Healthcare,5,NA,Cat_6,C,0,1,0,1
No,27,Engineer,4,2,Cat_6,D,0,1,0,1
Yes,82,Lawyer,0,1,Cat_6,D,1,1,0,1
No,21,Healthcare,0,4,Cat_6,D,1,0,0,1
No,25,Doctor,NA,4,Cat_4,A,0,0,0,1
Yes,60,Artist,0,2,Cat_4,B,1,0,0,0
Yes,71,Lawyer,0,2,Cat_6,C,0,1,1,0
No,39,Entertainment,7,1,Cat_6,A,0,1,0,1
Yes,83,Lawyer,NA,1,Cat_6,D,1,1,0,1
Yes,35,Artist,1,2,Cat_6,B,0,1,0,1
No,19,Healthcare,1,4,Cat_7,D,1,0,0,1
No,53,Artist,0,1,Cat_6,A,1,1,0,1
No,23,Healthcare,4,9,Cat_2,D,1,0,0,1
No,20,Healthcare,8,NA,Cat_3,D,1,0,0,1
No,20,Healthcare,NA,3,Cat_6,D,1,0,0,1
Yes,50,Artist,4,1,Cat_6,B,0,1,0,1
Yes,35,Executive,4,4,Cat_6,C,1,1,1,0
Yes,32,Doctor,11,2,Cat_6,A,1,1,0,0
Yes,33,Engineer,5,3,Cat_6,D,0,0,1,0
Yes,53,Artist,1,3,Cat_6,C,0,1,0,0
Yes,47,Artist,0,4,Cat_6,B,1,1,0,0
No,37,Engineer,0,1,Cat_4,A,0,1,0,1
Yes,50,Artist,0,4,Cat_6,C,1,1,0,0
No,23,Healthcare,9,3,Cat_6,D,0,0,0,1
No,30,Entertainment,9,1,Cat_6,D,0,1,0,1
No,28,Healthcare,3,2,Cat_6,A,0,0,0,1
Yes,39,Artist,1,1,Cat_6,B,1,1,0,1
Yes,81,Lawyer,1,2,Cat_6,A,1,0,1,0
Yes,65,Engineer,0,2,Cat_6,B,0,0,0,0
Yes,53,Executive,NA,3,Cat_6,C,1,1,1,0
Yes,37,Entertainment,0,NA,Cat_3,B,1,NA,0,1
Yes,30,Healthcare,0,2,Cat_6,A,1,1,0,1
No,40,Artist,8,1,Cat_6,B,1,1,0,1
No,28,Artist,4,6,Cat_4,B,1,1,0,1
Yes,28,Doctor,0,9,Cat_4,D,1,1,0,1
Yes,60,Homemaker,1,4,Cat_6,C,0,1,0,1
Yes,48,Entertainment,1,3,Cat_6,A,1,1,0,1
Yes,70,Lawyer,3,1,Cat_6,D,1,1,0,1
Yes,39,Entertainment,7,2,Cat_6,B,0,1,0,0
Yes,42,Doctor,5,5,Cat_6,B,1,0,0,0
Yes,38,Entertainment,1,2,Cat_6,B,1,0,0,0
No,35,Artist,0,1,Cat_6,C,1,1,0,1
Yes,43,Entertainment,1,3,Cat_6,B,1,1,0,0
Yes,83,Lawyer,1,1,Cat_6,B,0,1,0,1
Yes,43,Artist,8,1,Cat_6,B,1,1,0,1
Yes,46,Artist,0,4,Cat_6,C,0,1,0,0
Yes,50,Doctor,0,3,Cat_6,B,1,1,0,0
No,38,Artist,8,1,Cat_6,B,0,1,0,1
Yes,69,Executive,1,2,Cat_6,C,1,0,1,0
Yes,38,Artist,1,2,Cat_6,C,0,1,0,0
No,26,Healthcare,0,3,Cat_6,D,0,1,0,1
No,37,Healthcare,0,5,Cat_3,A,1,0,0,1
Yes,72,Executive,0,2,Cat_6,C,1,1,1,0
Yes,52,Artist,1,4,Cat_6,B,1,1,0,0
Yes,85,Lawyer,1,2,Cat_4,A,1,1,1,0
No,29,Healthcare,6,3,Cat_6,D,0,1,0,1
No,26,Healthcare,0,4,Cat_3,C,1,0,0,1
No,33,Doctor,0,6,Cat_4,C,0,1,0,1
No,40,Healthcare,0,1,Cat_2,D,0,1,0,1
No,32,Artist,NA,7,Cat_6,A,0,1,0,1
Yes,79,Lawyer,2,2,Cat_6,B,1,1,1,0
No,25,Healthcare,NA,1,Cat_6,D,0,1,0,1
No,35,Artist,1,1,Cat_7,A,1,0,0,1
Yes,68,Lawyer,0,1,Cat_6,C,0,1,0,1
No,28,Homemaker,NA,NA,Cat_3,D,0,0,0,1
No,33,Healthcare,NA,4,Cat_6,C,1,1,0,1
Yes,36,Artist,7,5,Cat_2,B,1,1,0,0
Yes,51,Executive,3,5,Cat_6,C,1,1,1,0
No,36,Artist,11,NA,Cat_6,A,0,1,0,1
Yes,25,Artist,8,4,Cat_6,D,1,1,0,1
Yes,37,Artist,NA,2,Cat_6,C,0,1,0,0
Yes,39,Doctor,8,2,NA,C,0,1,0,0
Yes,35,Artist,0,2,Cat_6,C,0,1,0,0
No,21,Healthcare,1,4,Cat_2,D,1,0,0,1
Yes,55,Artist,1,4,Cat_3,C,0,1,0,0
No,20,Marketing,NA,4,Cat_6,D,0,0,0,1
Yes,35,Executive,1,3,Cat_6,C,1,0,1,0
No,39,Engineer,6,1,Cat_3,C,0,0,0,1
Yes,83,Executive,1,2,Cat_6,D,1,0,1,0
Yes,45,Artist,1,2,Cat_6,C,1,1,0,0
Yes,40,Artist,9,2,Cat_6,C,1,1,0,1
No,27,Artist,1,5,Cat_6,C,0,1,0,1
Yes,51,Entertainment,7,3,Cat_6,C,1,0,0,0
Yes,35,Artist,1,3,Cat_6,B,1,1,0,0
No,26,Artist,0,NA,Cat_6,A,0,1,0,1
Yes,57,Artist,0,2,Cat_6,C,1,1,0,1
Yes,20,Healthcare,1,4,Cat_7,D,1,0,0,0
No,49,Artist,4,1,Cat_6,A,0,1,0,1
No,52,Entertainment,1,2,Cat_6,B,1,1,0,1
Yes,35,Artist,1,3,Cat_6,C,1,1,0,0
Yes,39,Healthcare,1,3,Cat_6,D,1,1,0,1
Yes,69,Executive,0,2,Cat_4,B,1,1,0,1
No,26,Entertainment,6,2,Cat_6,D,0,1,0,1
Yes,36,Artist,8,4,Cat_4,D,1,1,0,1
Yes,25,Engineer,6,2,Cat_6,A,0,1,0,0
Yes,60,Artist,0,1,Cat_6,B,0,1,0,1
No,37,Healthcare,1,2,Cat_6,A,0,1,0,1
No,42,Artist,0,1,Cat_5,D,0,0,0,1
No,22,Healthcare,9,4,Cat_3,D,1,0,0,1
Yes,41,Doctor,2,4,Cat_6,A,1,0,0,0
Yes,75,Executive,0,1,Cat_6,D,1,0,0,1
Yes,37,Homemaker,NA,2,Cat_6,A,0,1,1,0
Yes,77,Artist,0,2,Cat_6,B,0,1,1,0
Yes,57,NA,1,2,Cat_4,B,1,0,0,0
Yes,43,Executive,1,4,Cat_6,B,1,1,1,0
No,31,Healthcare,8,4,Cat_6,C,0,1,0,1
No,33,Doctor,1,2,Cat_3,B,1,0,0,1
Yes,60,Executive,1,4,Cat_6,B,1,1,1,0
Yes,61,Artist,1,2,Cat_6,C,0,1,0,1
No,29,Homemaker,8,1,Cat_4,D,0,0,0,1
No,25,Healthcare,1,4,Cat_6,D,1,1,0,1
Yes,83,Artist,2,2,Cat_6,A,1,1,1,0
No,38,Artist,7,1,Cat_6,C,0,1,0,1
No,28,Artist,0,4,Cat_7,C,1,1,0,1
Yes,65,Entertainment,0,2,Cat_6,A,1,1,1,0
Yes,61,Doctor,0,4,Cat_7,B,0,1,0,0
Yes,46,NA,0,2,Cat_6,C,0,1,0,1
Yes,51,Engineer,4,2,Cat_4,D,0,0,0,1
Yes,36,Executive,2,3,Cat_4,D,1,0,1,0
Yes,55,Artist,2,2,Cat_6,C,0,1,0,0
Yes,43,Artist,NA,4,Cat_4,B,1,1,0,0
Yes,46,Artist,0,4,Cat_6,A,0,1,0,0
Yes,43,Artist,8,2,Cat_6,B,0,1,0,0
Yes,57,Doctor,4,3,Cat_4,B,1,0,0,1
Yes,35,Doctor,0,1,Cat_4,A,1,0,0,1
Yes,65,Artist,0,2,Cat_6,C,1,1,0,0
Yes,37,Artist,0,3,Cat_6,A,0,1,0,1
Yes,35,Artist,4,2,Cat_6,A,1,1,0,0
Yes,37,Executive,1,2,Cat_6,A,1,0,0,1
Yes,38,Executive,0,3,Cat_6,B,1,1,0,0
No,19,Healthcare,1,3,Cat_4,D,1,0,0,1
Yes,41,Artist,8,NA,Cat_6,D,1,1,0,1
Yes,27,Entertainment,NA,NA,Cat_3,B,1,1,0,1
No,36,Artist,0,1,Cat_3,B,1,1,0,1
Yes,61,Artist,2,2,Cat_6,C,1,1,0,0
Yes,53,Artist,1,6,Cat_6,A,1,0,0,0
Yes,45,Artist,0,1,Cat_6,C,1,1,0,1
NA,27,Healthcare,1,6,Cat_6,C,0,1,0,1
Yes,42,Entertainment,1,6,Cat_3,B,0,0,0,1
No,18,Healthcare,0,NA,Cat_6,D,1,0,0,1
Yes,83,Lawyer,0,2,Cat_6,C,0,1,1,0
No,36,Artist,0,1,Cat_6,B,0,1,0,1
No,37,Healthcare,NA,1,Cat_6,D,0,1,0,1
Yes,42,Artist,1,3,Cat_6,C,1,1,0,0
Yes,80,Lawyer,1,2,Cat_6,C,0,0,1,0
No,18,Healthcare,0,5,Cat_3,D,0,0,0,1
Yes,61,Entertainment,1,NA,Cat_6,A,1,0,0,1
Yes,57,Entertainment,0,2,Cat_6,A,1,1,0,1
No,36,Marketing,0,2,Cat_6,D,1,0,0,1
No,43,Artist,8,1,Cat_6,A,0,1,0,1
No,33,Homemaker,7,NA,Cat_6,D,0,0,0,1
No,31,Healthcare,1,3,Cat_2,B,1,0,0,1
No,52,Entertainment,NA,NA,Cat_3,C,1,1,0,1
No,38,Doctor,4,1,Cat_2,B,1,1,0,1
Yes,45,Artist,7,4,Cat_3,A,1,1,1,0
Yes,72,Lawyer,0,2,Cat_6,C,1,1,1,0
Yes,43,Doctor,9,2,Cat_4,A,0,1,0,1
No,29,Entertainment,8,2,Cat_6,A,0,1,0,1
No,45,Artist,1,2,Cat_6,A,1,1,0,1
NA,51,Homemaker,8,NA,Cat_3,A,0,0,0,1
No,29,Homemaker,13,1,Cat_6,A,0,1,0,1
No,43,Artist,7,3,Cat_6,A,1,1,0,1
Yes,42,Artist,0,3,Cat_6,A,0,0,0,0
Yes,47,Entertainment,9,6,Cat_6,C,1,0,0,0
No,26,Healthcare,1,3,Cat_6,B,1,1,0,1
Yes,60,Lawyer,1,3,Cat_6,C,0,1,1,0
Yes,41,Executive,5,2,Cat_1,A,1,1,0,1
Yes,47,Executive,1,4,NA,B,1,1,1,0
No,27,Artist,7,3,Cat_6,D,1,1,0,1
No,18,Healthcare,NA,3,Cat_3,D,1,0,0,1
No,46,Artist,8,1,Cat_6,C,0,1,0,1
Yes,35,Artist,NA,2,Cat_6,B,0,1,0,0
No,25,Artist,2,2,Cat_6,A,0,1,0,1
No,18,Healthcare,NA,3,Cat_4,D,1,0,0,1
No,22,Healthcare,1,3,Cat_6,D,0,0,0,1
Yes,56,Executive,1,3,Cat_6,B,1,0,0,0
Yes,35,Homemaker,9,2,Cat_4,B,0,1,0,0
Yes,40,Homemaker,9,NA,Cat_4,C,0,NA,0,0
Yes,50,Artist,8,2,Cat_6,C,1,1,0,0
No,42,NA,NA,1,Cat_6,D,1,1,0,1
Yes,61,Homemaker,1,NA,Cat_3,B,0,1,0,0
No,33,Doctor,1,6,Cat_4,A,1,0,0,1
Yes,69,Entertainment,1,2,Cat_3,B,0,0,0,1
Yes,38,Engineer,4,2,Cat_4,A,0,1,0,1
Yes,42,Doctor,1,5,Cat_4,C,1,1,0,0
Yes,61,Entertainment,3,6,Cat_6,B,1,1,0,0
No,20,Healthcare,4,6,Cat_2,D,0,0,0,1
Yes,46,Engineer,1,2,Cat_6,C,0,1,0,0
Yes,40,Entertainment,5,4,Cat_3,D,1,0,0,1
Yes,51,Doctor,1,2,Cat_3,C,1,1,1,0
Yes,58,Artist,4,5,Cat_6,C,0,1,0,0
No,33,Healthcare,1,5,Cat_6,C,0,1,0,1
No,26,Entertainment,0,2,Cat_6,A,1,0,0,1
Yes,58,Executive,4,3,Cat_6,C,1,0,1,0
Yes,65,Homemaker,0,2,Cat_6,A,1,1,1,0
Yes,41,Engineer,1,2,Cat_4,C,1,1,0,0
Yes,42,Doctor,0,2,Cat_6,C,1,1,0,0
Yes,25,Engineer,14,1,Cat_6,D,1,0,0,1
No,30,Homemaker,10,6,Cat_6,D,0,0,0,1
NA,33,Marketing,1,1,Cat_6,D,1,0,1,0
Yes,25,NA,NA,NA,Cat_7,A,1,1,0,1
Yes,79,Lawyer,1,1,Cat_6,D,1,0,0,1
Yes,51,Healthcare,0,3,Cat_4,D,0,0,1,0
No,26,Doctor,1,4,Cat_6,C,1,1,0,1
Yes,37,Entertainment,2,4,Cat_4,A,0,0,0,0
No,25,Doctor,0,2,Cat_6,D,0,0,0,1
No,41,Marketing,0,2,Cat_6,D,1,1,0,1
Yes,83,Executive,1,3,Cat_6,A,0,1,1,0
Yes,35,Entertainment,0,3,Cat_6,C,1,1,0,0
No,21,Healthcare,3,7,Cat_4,D,1,0,0,1
No,28,Engineer,0,3,Cat_6,D,0,1,0,1
Yes,45,Artist,0,2,Cat_6,C,1,1,0,0
Yes,51,Executive,0,4,Cat_4,B,1,0,0,1
No,25,Entertainment,1,3,Cat_6,A,1,1,0,1
No,29,Healthcare,2,3,Cat_6,C,1,1,0,1
Yes,45,Marketing,1,2,Cat_3,D,1,0,0,1
NA,29,Homemaker,8,1,Cat_5,D,0,0,0,1
Yes,47,Engineer,8,5,Cat_4,B,0,0,0,0
No,56,Lawyer,NA,2,Cat_6,D,0,1,0,1
No,40,Artist,8,2,Cat_6,B,0,1,0,1
Yes,65,Lawyer,1,1,Cat_6,A,0,1,0,1
No,40,Artist,2,1,Cat_3,B,1,1,0,1
Yes,42,Doctor,8,2,Cat_2,B,1,1,0,0
Yes,45,Artist,2,3,Cat_3,D,1,1,0,0
Yes,58,Engineer,1,1,Cat_3,A,0,1,0,1
No,30,Doctor,1,3,Cat_2,D,0,0,0,1
Yes,35,Artist,10,2,Cat_6,B,1,1,1,0
Yes,53,Homemaker,9,1,Cat_6,A,0,0,0,1
Yes,58,Artist,0,2,Cat_6,C,0,1,0,0
Yes,88,Artist,1,2,Cat_6,C,0,1,1,0
No,27,Marketing,0,3,Cat_2,C,0,0,0,1
No,39,Artist,9,1,Cat_6,A,1,1,0,1
Yes,41,Artist,NA,1,Cat_6,B,0,1,0,1
No,28,Artist,1,4,Cat_4,B,0,0,0,1
Yes,35,Entertainment,9,3,Cat_1,A,1,0,0,1
Yes,76,Executive,1,2,Cat_4,A,1,0,1,0
No,33,Healthcare,0,1,Cat_6,D,0,1,0,1
Yes,59,Doctor,5,2,Cat_6,A,0,1,0,1
Yes,45,Doctor,0,1,Cat_4,B,0,1,0,1
Yes,81,Lawyer,NA,2,Cat_6,B,0,0,1,0
No,33,Engineer,1,3,Cat_6,D,0,0,0,1
Yes,86,Lawyer,0,2,Cat_6,B,0,0,1,0
No,19,Healthcare,NA,4,Cat_6,D,1,0,0,1
No,20,Healthcare,0,4,Cat_6,D,0,0,0,1
Yes,37,NA,NA,2,Cat_3,A,1,1,1,0
No,25,Healthcare,0,8,Cat_7,B,0,0,0,1
No,89,Lawyer,NA,1,Cat_6,D,0,1,0,1
No,33,Entertainment,0,3,Cat_6,A,0,1,0,1
Yes,62,Artist,0,2,Cat_6,C,0,1,1,0
Yes,55,Artist,4,4,Cat_7,C,0,1,0,0
No,39,Artist,0,1,Cat_1,A,1,1,0,1
No,30,Healthcare,3,6,Cat_7,D,1,1,0,1
Yes,37,Executive,0,2,Cat_1,A,0,0,1,0
No,40,Marketing,0,1,Cat_6,A,0,0,0,1
No,38,Artist,6,4,Cat_2,A,1,1,0,1
Yes,52,Artist,1,2,Cat_6,A,1,0,0,1
Yes,48,Engineer,1,5,Cat_3,B,0,0,0,0
Yes,60,Engineer,1,5,Cat_4,B,0,0,0,0
No,36,Engineer,9,1,Cat_4,A,0,1,0,1
Yes,59,Doctor,0,2,Cat_4,C,1,1,0,0
Yes,71,Entertainment,0,3,Cat_6,A,1,0,0,0
Yes,78,NA,0,1,Cat_4,D,1,0,0,1
Yes,37,Executive,1,2,Cat_6,B,1,1,0,0
No,51,Artist,0,1,Cat_6,A,0,1,0,1
No,22,Healthcare,1,3,Cat_6,D,1,0,0,1
Yes,28,Artist,1,2,Cat_6,B,1,1,0,0
No,22,Healthcare,1,8,Cat_4,D,0,0,0,1
Yes,48,Homemaker,1,2,Cat_2,C,0,1,1,0
No,23,Healthcare,1,4,Cat_6,D,0,0,0,1
No,31,Engineer,1,8,Cat_4,A,0,0,0,1
Yes,37,Artist,1,5,Cat_3,C,1,0,0,1
Yes,50,Doctor,1,4,Cat_6,C,1,1,0,0
Yes,42,Doctor,NA,4,Cat_6,C,1,1,0,0
No,50,Executive,1,1,Cat_6,A,0,1,0,1
No,43,Artist,1,1,Cat_6,D,0,1,0,1
No,20,Marketing,0,4,Cat_6,C,1,0,0,1
No,28,Entertainment,0,4,Cat_2,B,0,1,0,1
No,33,Healthcare,7,6,Cat_6,C,0,0,0,1
No,49,Artist,0,1,Cat_2,B,0,1,0,1
No,43,Artist,6,5,Cat_2,B,1,NA,0,1
No,40,Healthcare,9,1,Cat_4,D,0,1,0,1
No,21,Doctor,0,3,Cat_6,C,0,0,0,1
Yes,36,Engineer,1,5,Cat_4,A,0,0,0,1
Yes,49,Doctor,1,3,Cat_4,A,1,0,0,0
Yes,36,Entertainment,0,2,Cat_3,A,0,1,0,1
Yes,56,Artist,NA,2,Cat_6,B,1,1,0,0
No,41,NA,2,1,Cat_3,A,0,NA,0,1
No,32,Marketing,8,1,Cat_6,D,0,1,0,1
Yes,48,Artist,4,2,Cat_6,C,0,1,0,0
Yes,66,Lawyer,NA,2,Cat_4,D,0,0,1,0
No,43,Homemaker,NA,1,Cat_4,A,0,1,0,1
Yes,69,Entertainment,3,8,Cat_6,A,1,0,0,1
No,27,Healthcare,NA,4,Cat_6,B,0,1,0,1
Yes,67,Engineer,1,1,Cat_6,A,0,1,0,1
Yes,32,Engineer,3,2,Cat_6,C,0,0,0,1
NA,51,Artist,NA,3,Cat_4,B,0,0,0,0
Yes,43,Entertainment,NA,3,Cat_6,B,1,0,0,0
Yes,36,Engineer,0,2,Cat_6,B,1,0,0,0
Yes,43,Executive,6,3,Cat_6,C,1,1,1,0
Yes,36,Artist,9,5,Cat_4,D,1,1,0,0
NA,23,Healthcare,3,4,Cat_4,D,1,0,0,1
Yes,36,Artist,0,2,Cat_7,C,1,1,0,0
No,23,Healthcare,4,3,Cat_6,D,0,0,0,1
Yes,50,Artist,8,2,Cat_6,B,0,1,0,0
No,22,Healthcare,1,4,Cat_4,D,1,0,0,1
Yes,62,Artist,NA,3,Cat_6,C,0,1,1,0
Yes,35,Doctor,0,3,Cat_6,C,0,1,0,0
Yes,52,Artist,0,2,Cat_6,C,0,1,0,0
Yes,68,Lawyer,0,3,Cat_6,C,0,1,0,0
No,46,Artist,1,2,Cat_6,C,1,1,0,1
No,28,Healthcare,NA,1,Cat_3,A,0,1,0,1
No,49,Entertainment,0,1,Cat_2,B,1,1,0,1
Yes,37,Artist,0,2,Cat_4,C,1,1,0,0
Yes,53,Artist,9,2,Cat_6,B,1,1,0,0
Yes,70,Engineer,7,1,Cat_3,B,0,0,0,1
No,43,Artist,8,4,Cat_6,D,0,1,0,1
Yes,83,Executive,0,2,Cat_6,A,1,1,1,0
No,25,Entertainment,9,2,Cat_6,A,0,1,0,1
Yes,45,Artist,0,4,Cat_6,C,1,1,0,0
No,29,Engineer,1,1,Cat_6,A,0,1,0,1
Yes,43,Artist,9,2,NA,C,1,1,0,0
Yes,65,Lawyer,0,1,Cat_6,A,0,1,0,1
Yes,46,Artist,0,4,Cat_6,B,0,1,1,0
Yes,59,Artist,8,1,Cat_6,B,1,1,0,1
